id,carat,price,cut__Astor Ideal,cut__Good,cut__Ideal,cut__Very Good,color__D,color__E,color__F,color__G,color__H,color__I,color__J,color__K,clarity__FL,clarity__IF,clarity__SI1,clarity__SI2,clarity__VS1,clarity__VS2,clarity__VVS1,clarity__VVS2,caratScaled
247,0.23,373,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
248,0.23,365,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
249,0.23,313,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
250,0.23,381,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
251,0.23,316,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
252,0.23,326,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
253,0.23,327,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
254,0.23,357,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
255,0.23,436,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
256,0.23,329,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
257,0.23,337,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
258,0.23,377,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
259,0.23,377,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
260,0.23,306,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
261,0.23,307,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
262,0.23,318,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
263,0.23,324,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
264,0.23,307,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
265,0.23,303,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
266,0.23,324,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
267,0.23,330,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
268,0.23,355,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
269,0.23,360,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23
270,0.23,346,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.23
271,0.23,312,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.23
272,0.23,315,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.23
273,0.23,340,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.23
274,0.23,357,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.23
275,0.23,343,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.23
276,0.23,352,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.23
277,0.23,411,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.23
278,0.23,340,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.23
279,0.23,335,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.23
280,0.23,312,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.23
281,0.23,313,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.23
282,0.23,302,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.23
283,0.23,308,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.23
284,0.23,334,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.23
285,0.23,360,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.23
286,0.23,345,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.23
287,0.23,374,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.23
288,0.23,315,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.23
289,0.23,309,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.23
290,0.23,341,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.23
291,0.23,344,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.23
292,0.23,307,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.23
293,0.23,332,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.23
294,0.23,351,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.23
295,0.23,343,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.23
296,0.23,312,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.23
297,0.23,312,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.23
298,0.23,312,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.23
299,0.23,343,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.23
300,0.23,338,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.23
301,0.23,313,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.23
302,0.23,414,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
303,0.23,501,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
304,0.23,405,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
305,0.23,514,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
306,0.23,514,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
307,0.23,514,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
308,0.23,514,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
309,0.23,514,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
310,0.23,401,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
311,0.23,403,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
312,0.23,405,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
313,0.23,403,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
314,0.23,400,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
315,0.23,444,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
316,0.23,441,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
317,0.23,440,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
318,0.23,410,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
319,0.23,445,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
320,0.23,460,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
321,0.23,439,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
322,0.23,444,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
323,0.23,443,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
324,0.23,404,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
325,0.23,440,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
326,0.23,456,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
327,0.23,372,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
328,0.23,426,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
329,0.23,378,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
330,0.23,453,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
331,0.23,460,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
332,0.23,398,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
333,0.23,423,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
334,0.23,444,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
335,0.23,402,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
336,0.23,477,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
337,0.23,496,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
338,0.23,467,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
339,0.23,472,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
340,0.23,487,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
341,0.23,510,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
342,0.23,463,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
343,0.23,463,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
344,0.23,469,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
345,0.23,496,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
346,0.23,469,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
347,0.23,482,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
348,0.23,484,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
349,0.23,468,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
350,0.23,487,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
351,0.23,520,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
352,0.23,466,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
353,0.23,466,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
354,0.23,469,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
355,0.23,410,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
356,0.23,410,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
357,0.23,507,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
358,0.23,420,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
359,0.23,405,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
360,0.23,418,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
361,0.23,425,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
362,0.23,444,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
363,0.23,444,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
364,0.23,444,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
365,0.23,444,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
366,0.23,401,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
367,0.23,389,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
368,0.23,486,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
369,0.23,486,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
370,0.23,486,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
371,0.23,486,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
372,0.23,463,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
373,0.23,463,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
374,0.23,486,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
375,0.23,486,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
376,0.23,486,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
377,0.23,486,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
378,0.23,486,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
379,0.23,486,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
380,0.23,455,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
381,0.23,424,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
382,0.23,380,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
383,0.23,426,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
384,0.23,404,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
385,0.23,409,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
386,0.23,391,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
387,0.23,396,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
388,0.23,409,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
389,0.23,412,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
390,0.23,395,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
391,0.23,432,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
392,0.23,419,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
393,0.23,390,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
394,0.23,407,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
395,0.23,426,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
396,0.23,426,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
397,0.23,426,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
398,0.23,392,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
399,0.23,396,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
400,0.23,376,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
401,0.23,382,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
402,0.23,398,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
403,0.23,396,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
404,0.23,366,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
405,0.23,396,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
406,0.23,390,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
407,0.23,364,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
408,0.23,358,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
409,0.23,376,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
410,0.23,552,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
411,0.23,438,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
412,0.23,377,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
413,0.23,359,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
414,0.23,395,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
415,0.23,382,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
416,0.23,426,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
417,0.23,466,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
418,0.23,468,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
419,0.23,487,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
420,0.23,533,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
421,0.23,385,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
422,0.23,493,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
423,0.23,367,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
424,0.23,388,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
425,0.23,423,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
426,0.23,415,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
427,0.23,415,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
428,0.23,415,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
429,0.23,584,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
430,0.23,565,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
431,0.23,470,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
432,0.23,419,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
433,0.23,407,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
434,0.23,436,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
435,0.23,424,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
436,0.23,380,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
437,0.23,380,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
438,0.23,401,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
439,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
440,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
441,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
442,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
443,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
444,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
445,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
446,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
447,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
448,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
449,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
450,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
451,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
452,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
453,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
454,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
455,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
456,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
457,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
458,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
459,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
460,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
461,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
462,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
463,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
464,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
465,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
466,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
467,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
468,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
469,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
470,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
471,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
472,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
473,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
474,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
475,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
476,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
477,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
478,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
479,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
480,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
481,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
482,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
483,0.23,468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
484,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
485,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
486,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
487,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
488,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
489,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
490,0.23,467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
491,0.23,385,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
492,0.23,428,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
493,0.23,397,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
494,0.23,438,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
495,0.23,410,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
496,0.23,436,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23
